Order ID,Sub orderid,Creator username,Creator tag ID,Product Name,SKU,Product ID,Price,Quantity,Shop name,Shop code,Currency,Order Status,Content Type,Content id,Standard commission rate,Commission bonus rate,Creative commission rate,Creator commission reward rate,Estimated commission base,Est. standard commission,Est. commission bonus,Est. creative commission,Est. creator commission reward fee,Actual commission base,Actual standard commission,Actual commission bonus,Actual creative commission,Actual creator commission reward fee,Creator tax,Agency commission,Agency commission bonus,Agency creative commission,Creator agency commission reward fee,Total agency commission,Quantity returned,Quantity refunded,Invitation ID,Agency commission rate,Time order created,Time order delivered,Time Commission Paid,Payment ID,Payment method,Payment account,IVA,ISR,Platform,Attribution type,commission model
580068988768257610,580068993708361290,racunbelanjakuyyyy,OEM3_OPPO_SMS_88,2Pcs 100W H11 H8 Lampu Kabut Lampu LED Mobil Super Terang 20SMD 4300K 1000LM Mobil Warna Puith Car Kabel,Default,1730802761813165658,46900,1,Pioneer Peak,IDLCDML2JW,IDR,Processing,Link share,OEM3_OPPO,3.25,,,,46900,1524,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:56:08,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068935486899301,"580068935487489125,580068935487554661",racunbelanjakuyyyy,OEM3_OPPO_PUSH,Tali Bagasi Motor Tali Karet Pengikat Barang 100CM 1 Meter,Default,1729902386270471486,4285,2,Zona Impian,IDIDLCTVL4NH,IDR,Processing,Link share,OEM3_OPPO,2,,,,8570,172,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:48:56,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068935486899301,580068935487423589,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Lampu Led Mobil T3 T4.2 T4.7 Dashboard Speedometer Wedge Interior,"Putih, T4.7",1729838520998069566,2950,1,Zona Impian,IDIDLCTVL4NH,IDR,Processing,Link share,OEM3_OPPO,2,,,,2950,59,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:48:56,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068935486899301,580068935487358053,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Lampu Led Mobil T3 T4.2 T4.7 Dashboard Speedometer Wedge Interior,"Biru Muda, T4.7",1729838520998069566,2950,1,Zona Impian,IDIDLCTVL4NH,IDR,Processing,Link share,OEM3_OPPO,2,,,,2950,59,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:48:56,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068935486899301,"580068935487226981,580068935487292517",racunbelanjakuyyyy,OEM3_OPPO_PUSH,Lampu sein Mundur led mobil bayonet 1 kaki 18 titik smd 5050,Putih,1729805174857893182,6045,2,Zona Impian,IDIDLCTVL4NH,IDR,Processing,Link share,OEM3_OPPO,2,,,,12090,242,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:48:56,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068935486899301,580068935487161445,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Wiper Frameless 22 Inch Wipper Frameless Murah,Default,1729798465249183038,7581,1,Zona Impian,IDIDLCTVL4NH,IDR,Processing,Link share,OEM3_OPPO,2,,,,7581,152,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:48:56,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068935486899301,580068935487095909,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Wiper Frameless 14 Inch Wipper Frameless Murah,Default,1729798465228801342,6988,1,Zona Impian,IDIDLCTVL4NH,IDR,Processing,Link share,OEM3_OPPO,2,,,,6988,140,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:48:56,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068892258174909,"580068892258371517,580068892258437053",racunbelanjakuyyyy,OEM3_OPPO_PUSH,[CLEARANCE SALE] Miniso Kami Bare Bears Food Wadah Makanan Container Set Dapat 4pcs Box Makanan Bentuk Beruang Peralatan,Beruang grizzly,1731305371187905979,19789,2,minisoshopid,IDLCWWW7X7,IDR,Processing,Link share,OEM3_OPPO,3,,,,39578,1188,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:40:11,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068860114339222,580068860114470294,racunbelanjakuyyyy,OEM3_OPPO_PUSH,"Natur Hair Fall Treatment - Paket Perawatan Haircare dengan Extract Ginseng dan Argan / Anti Hairfall (Anti Rambut Rontok) / Menguatkan serta memberi nutrisi / Vitamin Akar Rambut (Sampo, Hair Tonic, Conditioner) Shampoo & Conditioner",VARIANT 7,1729642959635909242,59584,1,Natur,IDLC7LLLAT,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,59584,1490,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:38:22,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068869191861368,580068869192123512,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Syuga Minyak Zaitun- Perfume Body Oil dengan Vitamin E (Menyamarkan Stretch Marks dan Bekas Luka) Minyak Zaitun | Minyak Argan | MIinyak VCO | Minyak Jojoba,"Minyak Argan, Dengan Alat Pijat, 150 ml",1729432516104980636,32445,1,SYUGA,IDLC2LWLN8,IDR,Processing,Link share,OEM3_OPPO,5,,,,32445,1622,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:36:58,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068869191861368,"580068869191992440,580068869192057976",racunbelanjakuyyyy,OEM3_OPPO_PUSH,Syuga Minyak Zaitun- Perfume Body Oil dengan Vitamin E (Menyamarkan Stretch Marks dan Bekas Luka) Minyak Zaitun | Minyak Argan | MIinyak VCO | Minyak Jojoba,"Minyak Zaitun , Dengan Alat Pijat, 250 ml",1729432516104980636,47277,2,SYUGA,IDLC2LWLN8,IDR,Processing,Link share,OEM3_OPPO,5,,,,94555,4728,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:36:58,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068864200443291,580068864200574363,racunbelanjakuyyyy,OEM3_OPPO_PUSH,"Promo Paket Makaroni Cikruh Pedas Daun Jeruk dan Sebring Kerupuk Beton - Food, Snack","EXTRA PEDAS, 250+250 GRM",1731590241650247206,20000,1,Raja Rasa Snack.,IDLCKULLWB3,IDR,Processing,Link share,OEM3_OPPO,5,,,,20000,1000,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:36:20,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068843854005993,580068843854137065,racunbelanjakuyyyy,OEM3_OPPO_PUSH,LAMPU LED MINI PROJECTOR MP1S 9NINE LUMINOS ORIGINAL SUPER TERANG,Default,1729866413896664773,158301,1,WARUNG LED JAKARTA,IDIDLC6BLVFD,IDR,Processing,Link share,OEM3_OPPO,0.5,,,,158301,792,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:36:11,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068800904660043,580068800904791115,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Scenes Life hoodie pria wanita terlaris jaket distro pria murah sweater bahan tebal hodi cowok cewek jeket hitam Fleece tebal sweter cowok kekeinian Keren Zipper Suiter Jumper Crewneck,"Hitam, XL",1730421767563281759,134000,1,ScenesLife,IDLCLCLYLX,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,134000,3350,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:28:18,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068785758766229,580068785758897301,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Moell Gentle Body Wash Bayi Anak 185gr Kulit Kering dan Sensitif - Sabun Mandi Tanpa SLS & Alkohol - Kulit Sensitif dan Kering - Sabun Mandi Bayi Newborn Formulasi Dokter - Skincare Bayi - Skincare Anak,185 gr,1729574104524097607,54280,1,MOELL OFFICIAL,IDLC8PLWB9,IDR,Processing,Link share,OEM3_OPPO,6.25,,,,54280,3393,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:26:58,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068769779124069,580068769779255141,racunbelanjakuyyyy,OEM3_OPPO_PUSH,NEWGOALS Sepatu Futsal Original Invader Pro In White Black Size 36 - 44 Gratis Kaos Kaki,"PUTIH - HITAM, 41",1729656652102665693,151000,1,NEWGOALS,IDLCPQWHU4,IDR,Processing,Link share,OEM3_OPPO,6.5,,,,151000,9815,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:26:20,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068751115060998,580068751115192070,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Paketan gas spontan KSR holder kanan set hangrip kaze paket jalu bandul alumunium model pcx harga paketan set kiri kanan,KSR + KAZE + JALU PCX,1731004456196408720,66500,1,Accmotoshop,IDLC2LTLWML,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,66500,1663,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:24:38,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068749993805399,580068749993936471,racunbelanjakuyyyy,OEM3_OPPO_PUSH,SHOCK DEPAN DBS 8906 MIO SPORTY MIO J BEAT VARIO FI 110 VARIO 125 150 LED  SCOOPY GENIO HONDA MODEL STANDAR,"HITAM, VARIO110/BEAT/SCOOPY",1729654944689849791,360000,1,SHOP universal,IDLCPXWTMM,IDR,Processing,Link share,OEM3_OPPO,0.5,,,,360000,1800,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:22:24,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068741631149166,580068741631280238,racunbelanjakuyyyy,OEM3_OPPO_PUSH,OBAT ANTI KUTU PEMBASMI KUTU KUCING ANJING KELINCI HERBAL AMAN TERJILAT 100ML/500ML Flea Remover Spray,100ml,1730682734961788301,15900,1,Cat7 Pet Shop,IDLCLUW8XW,IDR,Processing,Link share,OEM3_OPPO,4,,,,15900,636,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:21:58,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068721932600557,580068721932731629,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Herborist Body Wash || Shampoo 250ml,"Body wash zaitun, HERBORIST",1731463843073918719,22972,1,Man Club Store,IDLC2E4LW8B,IDR,Processing,Link share,OEM3_OPPO,0.5,,,,22972,115,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:17:48,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068700882961769,580068700883092841,racunbelanjakuyyyy,OEM3_OPPO_PUSH,HAIR TONIC RAMBUT VITAMIN RAMBUT PENUMBUH DAN PELURUS RAMBUT PRIA WANITA HAIRTONIC Meluruskan Menumbuhkan rambut bebas ketombe,Default,1729744541088253339,4085,1,PERFECTMENS STORE,IDLCQ3W886,IDR,Cancelled,Link share,OEM3_OPPO,5.5,,,,4085,225,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:17:26,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068652427609618,580068652427740690,racunbelanjakuyyyy,OEM3_OPPO_PUSH,"Alat kecantikan klip kepala hitam Acne, klip sel super tertarik, Kit penghilang jerawat, pinset penghilang komedo",Akne Needle Set (1pc）,1730590731064935721,29999,1,INA xiaoming shop7,IDLCKJWLWMJ,IDR,Processing,Link share,OEM3_OPPO,7.5,,,,29999,2250,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:12:26,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068642241283737,580068642241414809,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Bracket TV LED LCD 32-55 Inch Breket Dinding Swivel Arm Telescopic Max Beban 22Kg VESA 200x200,Default,1731022976599492120,88099,1,dubora,IDLC6UWLNQ,IDR,Processing,Link share,OEM3_OPPO,5,,,,88099,4405,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:09:10,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068640956057103,580068640956253711,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Kahf Acne Care Amino Gel Face Wash/Pembersih Wajah | Bright Revitalizing Amino Gel Face Wash 100 ml Acid Membersihkan Muka Pria Perawatan,Kahf Bright Amino,1731765018326565941,35789,1,glowcircle,IDLC2XWWSE,IDR,Processing,Link share,OEM3_OPPO,0.5,,,,35789,179,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:09:07,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068613340104086,580068613340235158,racunbelanjakuyyyy,OEM3_OPPO_PUSH,A. KJOEL - Paket Bundling Kjoel UV Filter & Brigtening Day Cream + Moist & Glow Night Cream,Default,1729565661219817435,44175,1,KJOEL,IDLCFAWE8R,IDR,Cancelled,Link share,OEM3_OPPO,6,,,,44175,2651,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:03:54,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068551513310908,580068551513507516,racunbelanjakuyyyy,OEM3_OPPO_PUSH,【COD】T-Shirt Kebesaran Kelas Berat I T-Shirt Korea Pria/Wanita I Athleisure Katun Kelas Berat,"Putih, XL",1731170263057991533,79054,1,YANG-KAOS-T-shirt,IDLCKA2LWWA,IDR,Processing,Link share,OEM3_OPPO,7.5,,,,79054,5929,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:03:23,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068551513310908,580068551513441980,racunbelanjakuyyyy,OEM3_OPPO_PUSH,【COD】Kaos Kebesaran Kelas Berat I Kaos Amerika Pria/Wanita I Athleisure Katun Kelas Berat,"Hitam1, XL",1731095841733642093,79054,1,YANG-KAOS-T-shirt,IDLCKA2LWWA,IDR,Processing,Link share,OEM3_OPPO,7.5,,,,79054,5929,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:03:23,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068551984645491,580068551984842099,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Hotpants Wanita Celana Pendek Santai Jumbo Bahan Rayon Nyaman,Tie Dye Abu,1729454344588855312,16500,1,Fashionable525,IDLCLVWLED,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,16500,578,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:02:31,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068551984645491,580068551984776563,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Hotpants Wanita Celana Pendek Santai Jumbo Bahan Rayon Nyaman,Tie Dye Hitam Abu,1729454344588855312,16500,1,Fashionable525,IDLCLVWLED,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,16500,578,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 23:02:31,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068525847447415,580068525847578487,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Sepatu Warrior Hitam Putih Pendek - Sepatu Sekolah Warrior Pendek Canvas Casual,39,1729559165635562368,136490,1,Sepatu Warrior,IDLCJQWW7V,IDR,Processing,Link share,OEM3_OPPO,2,,,,136490,2730,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:55:25,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068526881867710,580068526881998782,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Sol sepatu 8mm Insole memory foam shoe pad - FITSOLE ORIGINAL BRAND Shoes Hitam,"39, Hitam",1729591031461153789,14700,1,Bandar Olahraga,IDLCQYW2DT,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,14700,515,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:55:24,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068507155793727,580068507156383551,racunbelanjakuyyyy,OEM3_OPPO_PUSH,6pcs Bros dagu gold mata hitam aksesoris hijab,5,1732168757266712403,20000,1,Delfi Acc,IDLC22WHQ9,IDR,Processing,Link share,OEM3_OPPO,4.25,,,,20000,850,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:51:57,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068507155793727,580068507156318015,racunbelanjakuyyyy,OEM3_OPPO_PUSH,bros dada etnik minimalis,rose gold 2,1731157660609709907,10000,1,Delfi Acc,IDLC22WHQ9,IDR,Processing,Link share,OEM3_OPPO,4,,,,10000,400,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:51:57,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068507155793727,580068507156252479,racunbelanjakuyyyy,OEM3_OPPO_PUSH,bros dada etnik minimalis,rose gold 1,1731157660609709907,10000,1,Delfi Acc,IDLC22WHQ9,IDR,Processing,Link share,OEM3_OPPO,4,,,,10000,400,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:51:57,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068507155793727,580068507156186943,racunbelanjakuyyyy,OEM3_OPPO_PUSH,kolong hijab lentur mutiara dan permata premium,mata silver besar,1730440558342473555,6600,1,Delfi Acc,IDLC22WHQ9,IDR,Processing,Link share,OEM3_OPPO,3,,,,6600,198,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:51:57,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068507155793727,580068507156121407,racunbelanjakuyyyy,OEM3_OPPO_PUSH,kolong hijab lentur mutiara dan permata premium,silver,1730440558342473555,6600,1,Delfi Acc,IDLC22WHQ9,IDR,Processing,Link share,OEM3_OPPO,3,,,,6600,198,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:51:57,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068507155793727,"580068507155990335,580068507156055871",racunbelanjakuyyyy,OEM3_OPPO_PUSH,kolong hijab lentur mutiara dan permata premium,broken white,1730440558342473555,6600,2,Delfi Acc,IDLC22WHQ9,IDR,Processing,Link share,OEM3_OPPO,3,,,,13200,396,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:51:57,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068474654328354,580068474654459426,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Iqro Besar Lengkap Jilid 1-6 Ukuran A5 dengan Kalam Gratis,Default,1730281535142659778,7100,1,Toko Buku Naufal7,IDLCHYW88B,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,7100,178,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:50:44,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068473115215640,580068473115412248,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Selection Kapas Kecantikan 35Gr 50Gr 75Gr || Cotton Buds,Kapas Kotak 50g,1731523387843511991,10290,1,Mintaro Shop,IDLC2JL26U,IDR,Processing,Link share,OEM3_OPPO,1.5,,,,10290,154,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:49:53,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068473115215640,580068473115346712,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Hada Labo Gokujyun Ultimate Moisturizing Face Wash 50gr | 100gr Original BPOM,100 gr,1729745884948235959,40790,1,Mintaro Shop,IDLC2JL26U,IDR,Processing,Link share,OEM3_OPPO,5,,,,40790,2040,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:49:53,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068472077190713,580068472077321785,racunbelanjakuyyyy,OEM2_VIVO_PUSH,BISA COD/STELAN 3 IN STELAN GRET/STELAN SANTAI/STELAN MURAH/STELAN KEKINIAN Celana Panjang,"ABU, M",1729978343542131694,114680,1,Cantikgagahfashion,IDLC86WW9E,IDR,Processing,Link share,OEM3_OPPO,5,,,,114680,5734,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:49:31,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068485899847337,"580068485899978409,580068485900043945,580068485900109481",racunbelanjakuyyyy,OEM3_OPPO_PUSH,BK Huki Dot Bayi Orthodontic Nipple Gepeng Ortho Silicone Karet Anti Kolik Eceran isi 1 BPA Free,Gepeng 1 Pcs (L),1730337138119968420,8790,3,Baby Kyoto,IDLC36LHSE,IDR,Processing,Link share,OEM3_OPPO,0.5,,,,26370,132,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:49:09,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068453794809374,580068453794940446,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Zymuno Paket 2 Box Untuk Program Pasutri PROMO ONGKIR KESELURUH INDONESIA promo zym,Default,1729791127575430991,278000,1,Rumah.Herba,IDLCD2WHGV,IDR,Processing,Link share,OEM3_OPPO,5,,,,278000,13900,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:47:33,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068401015719435,580068401016047115,racunbelanjakuyyyy,OEM3_OPPO_PUSH,ROLER ROLLER RACING RVN MIO SPORTY MIO SOUL NOUVO MIO J FINO 115 MIO SOUL GT 115 X RIDE 115 UKURAN 7 8 9 10 12 GRAM RVN BISA MIX CAMPUR UKURAN BEBAS BONUS SLIDER PIECE,"9GRAM MIO RVN, 6BUTIR BONUS SLIDER",1729654461899441859,34000,1,HMS RACING,IDLCFNW2C2,IDR,Processing,Link share,OEM3_OPPO,0.5,,,,34000,170,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:42:14,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068322513815469,580068322513946541,racunbelanjakuyyyy,OEM2_VIVO_PUSH,KS Saringan Mini Penyaring Boba Cincau Shabu Stainless,Default,1730919209976366110,10474,1,KSI.HomeAppliances,IDLCQWWHDG,IDR,Processing,Link share,OEM3_OPPO,3,,,,10474,314,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:36:26,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068314528515575,580068314528646647,racunbelanjakuyyyy,OEM3_OPPO_PUSH,PROBEAUTY Active Powder Plus Medium Coverage Kontrol Minyak Wajah,"Ivory, Bedak Tabur",1729543517056633610,78000,1,Distributor Probeauty Cimahi,IDLC44LLDK,IDR,Processing,Link share,OEM3_OPPO,4,,,,78000,3120,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:35:35,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068318913726303,580068318913857375,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Kabel Aux Audio 3.5mm Male To Male 30CM - Audio To Audio 30cm Aux,Default,1729570005127170218,2750,1,CDR acc,IDLCM4LL6B,IDR,Processing,Link share,OEM3_OPPO,5,,,,2750,138,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:34:40,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068310819046669,580068310819308813,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Diora Highwaist Pants - Kulot Pants Highwaist Wanita Loose Celana Panjang Formal Basic Polyester Casual Simple diora pants Hitam Semi Kerja Kantor Risleting Samping,"Cream, L",1730224468242106292,64667,1,Vergiana Indonesia,IDLCTXLLTW,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,64667,2263,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:32:51,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068310819046669,"580068310819177741,580068310819243277",racunbelanjakuyyyy,OEM3_OPPO_PUSH,Diora Highwaist Pants - Kulot Pants Highwaist Wanita Loose Celana Panjang Formal Basic Polyester Casual Simple diora pants Hitam Semi Kerja Kantor Risleting Samping,"Black, L",1730224468242106292,64666,2,Vergiana Indonesia,IDLCTXLLTW,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,129333,4526,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:32:51,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068298145760502,580068298145891574,racunbelanjakuyyyy,OEM3_OPPO_PUSH,INS Kotak Penyimpanan Kabel Data Bening Tas Penyimpanan Headset Perjalanan Luar Ruangan Tas Penyimpanan Bulat - Qiqi Treasure,Putih,1730607961785140621,10975,1,Qiqi Treasure,IDLCCTW8KY,IDR,Cancelled,Link share,OEM3_OPPO,4,,,,10975,439,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:31:24,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068228465264286,580068228465395358,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Softcase Bening For Opp* A77S A57 2022 A18 A38 A58 A78 A98 A60 A79 - Softcase Lentur Opp* A57 2022 - Anticrack Opp* A57 2022 A77S,"Softcase Bening, Opp* A57 2022",1729541452232165538,8000,1,case.apparel,IDLC8CWLHH,IDR,Processing,Link share,OEM3_OPPO,4,,,,8000,320,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:28:52,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068176503014777,580068176503276921,racunbelanjakuyyyy,OEM3_OPPO_PUSH,[NL] LINGERIE SET COSTUMER WANITA SEKSI LACE SATIN GLOSS KOSTUM LACE TRANSPARENT COSTUM BROKAT 2 IN 1 SEXY  PATTERN WOMEN BRA CD COD 543,Hitam,1731486020417783205,18900,1,Namaka Life,IDLCDFWLCJ,IDR,Processing,Link share,OEM3_OPPO,4.25,,,,18900,803,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:25:07,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068176503014777,580068176503211385,racunbelanjakuyyyy,OEM3_OPPO_PUSH,[NL] LINGERIE FOR WOMEN CD SEXY WANITA SEKSI PANTY OPEN CROTCH BRIEFS BRIEF PANTIES NIGHT REMAJA DEWASA CELANA DALAM PEREMPUAN COD 542,Hitam,1731486008952915365,17700,1,Namaka Life,IDLCDFWLCJ,IDR,Processing,Link share,OEM3_OPPO,4.25,,,,17700,752,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:25:07,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068170218899168,580068170219030240,racunbelanjakuyyyy,OEM3_OPPO_PUSH,CELANA PENDEK CHINO cocok buat harian santai,"hitam, 31",1730005724471724915,36900,1,BRIZKA99,IDLC86WH4M,IDR,Processing,Link share,OEM3_OPPO,1.5,,,,36900,554,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:22:06,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068126243129281,"580068126243260353,580068126243325889",racunbelanjakuyyyy,OEM3_OPPO_PUSH,new 5 PACK - KARET GAS ANTI BOCOR penghemat gas lpg - karet tabung gas inchristo anti bocor,Default,1731388714425157133,18000,2,Mitra Nabilla Mart,IDLCQTWYCH,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,36000,900,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:20:18,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068177157391508,580068110668563604,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Siwang Terasi Bawang / Bawang Terasi Khas Cirebon Indramayu 75 gram,Pedas,1730322547971425816,11500,1,An's Store 1010,IDLCXCLYEA,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,11500,288,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:18:32,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580068120503223864,580068120503354936,racunbelanjakuyyyy,OEM3_OPPO_PUSH,ROBOT PowerBank RT12  dan RT180S 10000 mAh Dual Input Output - Slim Original Garansi 1 Tahun  [BISA COD],RT180S Green,1729588988379104260,117900,1,RobotSmartPower,IDLC7LLLKT,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,117900,2948,,,,,,,,,,,,,,,0,0,0,99,20/08/2025 22:16:23,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
