"Conversion ID","Conversion Date","Recorded On",Advertiser,"Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks
540778596,"2025-07-28 21:08:40","2025-07-29 15:52:01","Shopee PH - CPS","207407319285537 | 250728BUB1X1EA",1.54,0.01,MP,Pending,
540778593,"2025-07-28 21:08:40","2025-07-29 15:52:01","Shopee PH - CPS","207407319285537 | 250728BUB1X1EA",2.82,0.03,MP,Pending,
540771917,"2025-07-28 21:08:40","2025-07-29 15:45:17","Shopee PH - CPS","207407319285537 | 250728BUB1X1EB",0.00,0.00,MP,Pending,
540771913,"2025-07-28 21:08:40","2025-07-29 15:45:16","Shopee PH - CPS","207407319285537 | 250728BUB1X1EB",4.65,0.04,MP,Pending,
540778598,"2025-07-28 21:08:32","2025-07-29 15:52:01","Shopee PH - CPS","207407313202758 | 250728BUAV4CWM",3.48,0.04,MP,Pending,
540778612,"2025-07-28 21:08:13","2025-07-29 15:52:02","Shopee PH - CPS","207407293276141 | 250728BUA94E9Y",21.00,0.12,MP,Pending,
540778662,"2025-07-28 21:07:22","2025-07-29 15:52:08","Shopee PH - CPS","207407242252788 | 250728BU8RF86A",9.05,0.05,MP,Pending,
540778733,"2025-07-28 21:06:11","2025-07-29 15:52:16","Shopee PH - CPS","207407171255714 | 250728BU6MRH99",3.41,0.04,MP,Pending,
540589500,"2025-07-28 21:06:01","2025-07-29 13:40:46","Shopee ID (Media Buyers) - CPS","207407161204511 | 250728BU6B60P0",2.05,0.03,MP,Pending,
540589591,"2025-07-28 21:03:27","2025-07-29 13:40:50","Shopee ID (Media Buyers) - CPS","207407007291575 | 250728BU1RCYU2",9.50,0.13,MP,Pending,
540589589,"2025-07-28 21:03:27","2025-07-29 13:40:50","Shopee ID (Media Buyers) - CPS","207407007291576 | 250728BU1RCYU3",1.54,0.02,MP,Pending,
540589585,"2025-07-28 21:03:27","2025-07-29 13:40:50","Shopee ID (Media Buyers) - CPS","207407007291577 | 250728BU1RCYU4",4.68,0.07,MP,Pending,
540481728,"2025-07-28 21:03:24","2025-07-29 01:55:29","TikTok Shop ID - CPS",579787322990429550,1.83,0.05,MP,Pending,
540778997,"2025-07-28 21:02:16","2025-07-29 15:52:43","Shopee PH - CPS","207406936278497 | 250728BTYMNJMC",2.61,0.03,MP,Pending,
540779040,"2025-07-28 21:02:10","2025-07-29 15:52:47","Shopee PH - CPS","207406930222803 | 250728BTYEVWHW",1.63,0.02,MP,Pending,
540779434,"2025-07-28 20:55:21","2025-07-29 15:53:31","Shopee PH - CPS","207406521277988 | 250728BTK8VPQN",2.01,0.02,MP,Pending,
540482509,"2025-07-28 20:53:55","2025-07-29 01:56:23","TikTok Shop ID - CPS",579787185859298559,2.54,0.02,MP,Pending,
540779549,"2025-07-28 20:53:47","2025-07-29 15:53:43","Shopee PH - CPS","207406427209724 | 250728BTGF5XFN",5.23,0.06,MP,Pending,
540779646,"2025-07-28 20:52:15","2025-07-29 15:53:53","Shopee PH - CPS","207406335224422 | 250728BTDQF1VF",4.83,0.04,MP,Pending,
540779664,"2025-07-28 20:51:58","2025-07-29 15:53:55","Shopee PH - CPS","207406318219841 | 250728BTD77RRD",0.61,0.01,MP,Pending,
540779746,"2025-07-28 20:50:06","2025-07-29 15:54:04","Shopee PH - CPS","207406206224144 | 250728BT9VE5KX",6.47,0.06,MP,Pending,
540779761,"2025-07-28 20:49:52","2025-07-29 15:54:06","Shopee PH - CPS","207406192247794 | 250728BT9F3NAU",2.80,0.03,MP,Pending,
540592176,"2025-07-28 20:49:39","2025-07-29 13:43:01","Shopee ID (Media Buyers) - CPS","207406179297217 | 250728BT92RAVQ",2.61,0.04,MP,Pending,
540779990,"2025-07-28 20:46:46","2025-07-29 15:54:25","Shopee PH - CPS","207406006220368 | 250728BT3WPT4N",0.79,0.01,MP,Pending,
540779987,"2025-07-28 20:46:46","2025-07-29 15:54:25","Shopee PH - CPS","207406006220368 | 250728BT3WPT4N",0.79,0.01,MP,Pending,
540780039,"2025-07-28 20:45:52","2025-07-29 15:54:30","Shopee PH - CPS","207405953296401 | 250728BT2B7F5Q",3.22,0.02,MP,Pending,
540780148,"2025-07-28 20:44:10","2025-07-29 15:54:42","Shopee PH - CPS","207405850264847 | 250728BSY8Y33A",0.16,0.00,MP,Pending,
540593420,"2025-07-28 20:42:41","2025-07-29 13:44:00","Shopee ID (Media Buyers) - CPS","207405761290008 | 250728BSVM40QY",24.48,0.34,MP,Pending,
540780246,"2025-07-28 20:42:27","2025-07-29 15:54:52","Shopee PH - CPS","207405747295796 | 250728BSV6RUCK",0.96,0.01,MP,Pending,
540780242,"2025-07-28 20:42:27","2025-07-29 15:54:52","Shopee PH - CPS","207405747295796 | 250728BSV6RUCK",0.96,0.01,MP,Pending,
540780238,"2025-07-28 20:42:27","2025-07-29 15:54:52","Shopee PH - CPS","207405747295796 | 250728BSV6RUCK",0.96,0.01,MP,Pending,
540780234,"2025-07-28 20:42:27","2025-07-29 15:54:51","Shopee PH - CPS","207405747295796 | 250728BSV6RUCK",0.96,0.01,MP,Pending,
540780229,"2025-07-28 20:42:27","2025-07-29 15:54:51","Shopee PH - CPS","207405747295796 | 250728BSV6RUCK",0.96,0.01,MP,Pending,
540780324,"2025-07-28 20:40:10","2025-07-29 15:55:01","Shopee PH - CPS","207405610279566 | 250728BSR4363H",12.77,0.15,MP,Pending,
540780485,"2025-07-28 20:38:32","2025-07-29 15:55:19","Shopee PH - CPS","207405512225901 | 250728BSN6K1AX",2.76,0.03,MP,Pending,
540780540,"2025-07-28 20:37:50","2025-07-29 15:55:26","Shopee PH - CPS","207405469289617 | 250728BSKWMJDH",0.96,0.01,MP,Pending,
540780538,"2025-07-28 20:37:50","2025-07-29 15:55:25","Shopee PH - CPS","207405469289617 | 250728BSKWMJDH",0.96,0.01,MP,Pending,
540780596,"2025-07-28 20:36:51","2025-07-29 15:55:32","Shopee PH - CPS","207405411287250 | 250728BSJ6AJ3F",3.27,0.02,MP,Pending,
540780613,"2025-07-28 20:36:41","2025-07-29 15:55:33","Shopee PH - CPS","207405400289164 | 250728BSHUTUK1",2.15,0.03,MP,Pending,
540780726,"2025-07-28 20:35:59","2025-07-29 15:55:45","Shopee PH - CPS","207405359247378 | 250728BSGMPG81",4.97,0.06,MP,Pending,
540780779,"2025-07-28 20:35:22","2025-07-29 15:55:50","Shopee PH - CPS","207405322299923 | 250728BSFHESCG",1.82,0.02,MP,Pending,
540780843,"2025-07-28 20:34:26","2025-07-29 15:55:57","Shopee PH - CPS","207405266276563 | 250728BSDV140J",0.07,0.00,MP,Pending,
540780913,"2025-07-28 20:33:46","2025-07-29 15:56:04","Shopee PH - CPS","207405225261905 | 250728BSCMWJ8G",9.22,0.11,MP,Pending,
540780911,"2025-07-28 20:33:46","2025-07-29 15:56:04","Shopee PH - CPS","207405225261905 | 250728BSCMWJ8G",0.00,0.00,MP,Pending,
540780906,"2025-07-28 20:33:46","2025-07-29 15:56:04","Shopee PH - CPS","207405225261905 | 250728BSCMWJ8G",0.00,0.00,MP,Pending,
540780901,"2025-07-28 20:33:46","2025-07-29 15:56:03","Shopee PH - CPS","207405225261905 | 250728BSCMWJ8G",0.00,0.00,MP,Pending,
540780897,"2025-07-28 20:33:46","2025-07-29 15:56:03","Shopee PH - CPS","207405225261905 | 250728BSCMWJ8G",0.00,0.00,MP,Pending,
540780894,"2025-07-28 20:33:46","2025-07-29 15:56:02","Shopee PH - CPS","207405225261905 | 250728BSCMWJ8G",0.00,0.00,MP,Pending,
540780877,"2025-07-28 20:33:46","2025-07-29 15:56:01","Shopee PH - CPS","207405225261906 | 250728BSCMWJ8H",6.98,0.06,MP,Pending,
540780476,"2025-07-28 20:29:07","2025-07-29 15:55:18","Shopee PH - CPS","207404946259820 | 250728BS4AU3FN",1.56,0.02,MP,Pending,
540780472,"2025-07-28 20:29:07","2025-07-29 15:55:18","Shopee PH - CPS","207404947233461 | 250728BS4BRUJT",1.29,0.02,MP,Pending,
540780498,"2025-07-28 20:28:48","2025-07-29 15:55:21","Shopee PH - CPS","207404927283855 | 250728BS3RR54C",7.17,0.09,MP,Pending,
